Product_ID,Product_Title,Merchant_ID,Cluster_ID,Cluster_Label,Category_ID,class
20,iphone_8_plus_64gb_space_grey,20,1,Apple_iPhone_8_Plus_64GB,2612,Mobile_Phones
21,apple_iphone_8_plus,21,1,Apple_iPhone_8_Plus_64GB,2612,Mobile_Phones
22,sim_free_iphone_8_plus_64gb_mobile_phone_space_grey,22,1,Apple_iPhone_8_Plus_64GB,2612,Mobile_Phones
23,apple_mq8m2b/a_5.5_iphone_8_plus_64gb_silver_in_stock_uk_spec_stock,23,1,Apple_iPhone_8_Plus_64GB,2612,Mobile_Phones
24,apple_mnqq2b/a_iphone_7_plus_32gb_5.5_12mp_sim_free_smartphone_in_rose_gold,3,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
25,apple_iphone_7_plus_32_gb_rose_gold,2,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
26,apple_iphone_7_plus_32gb_rose_gold,4,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
27,apple_iphone_7_plus_32gb_silver,1,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
28,apple_iphone_7_plus_silver_32gb_4g_unlocked_sim_free,5,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
29,apple_iphone_7_plus_silver_32gb_4g_unlocked_sim_free,6,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
30,apple_iphone_7_plus_jet_black_32_gb,7,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
31,apple_iphone_7_plus_32gb_silver,9,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
32,apple_iphone_7_plus_32gb_black,8,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
33,apple_iphone_7_plus_32gb_black,10,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
34,apple_iphone_7_plus_5.5_single_sim_4g_3gb_32gb_2900mah_silver,11,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
35,iphone_7_plus_32gb_black,24,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
36,sim_free_iphone_7_plus_32gb_by_apple_black,12,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
37,apple_iphone_7_plus_5.5_single_sim_4g_3gb_32gb_2900mah_pink_gold,14,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
38,apple_iphone_7_plus_32gb_schwarz_smartphone,13,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
39,apple_iphone_7_plus_rose_gold_5.5_32gb_4g_unlocked_sim_free,15,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
40,sim_free_iphone_7_plus_32gb_mobile_phone_silver,22,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
41,apple_iphone_7_plus_5.5_inch_multi_touch_32gb_wlan_wwan_bluetooth_c,18,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
42,apple_iphone_7_plus_32gb_rosegold_3_brand_new,25,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
43,iphone_7_plus_32gb_silver,20,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
44,apple_iphone_7_plus,21,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
45,iphone_7_plus_32gb_rose_gold_mnqq2b/a_wc01,26,2,Apple_iPhone_7_Plus_32GB,2612,Mobile_Phones
46,apple_grade_b_iphone_7_32gb_gold_handset_only,5,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
47,grade_b_apple_iphone_7_32gb_silver_handset_only,6,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
48,apple_mn8x2b/a_iphone_7_32gb_4.7_12mp_sim_free_smartphone_in_black,3,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
49,apple_iphone_7_32_gb_matt_schwarz,2,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
50,iphone_7_32gb_gold,4,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
51,apple_iphone_7_black_32_gb,7,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
52,apple_iphone_7_32gb_silver,9,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
53,apple_iphone_7_32gb_black,27,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
54,apple_iphone_7_32gb_silver_unlocked,8,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
55,apple_iphone_7_32gb_rose_gold_unlocked,10,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
56,apple_iphone_7_32gb_schwarz_smartphone,13,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
57,apple_iphone_7_32gb_gold,1,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
58,apple_iphone_7_black_4.7_32gb_4g_unlocked_sim_free,15,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
59,apple_iphone_7_4.7_single_sim_4g_2gb_32gb_1960mah_gold,11,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
60,apple_iphone_7_4.7_single_sim_4g_2gb_32gb_1960mah_black,14,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
61,sim_free_iphone_7_32gb_mobile_phone_jet_black,22,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
62,apple_iphone_7_11.9_cm_4.7_32_gb_12_mp_ios_10_black,18,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
63,apple_iphone_7_32gb_jet_black,17,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
64,apple_iphone_7_32gb_silver_unlocked_brand_new,25,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
65,iphone_7_32gb_black,20,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
66,apple_iphone_7,21,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
67,iphone_7_32gb_black_mn8x2b/a_wc01,26,3,Apple_iPhone_7_32GB,2612,Mobile_Phones
68,startech.com_usb_c_to_hdmi_multi_monitor_adapter_3_port_mst_hub_usb_type_c_to_hdmi_monitor_splitter_usb_3.1_type_c_black,17,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
69,startech.com_usb_c_to_hdmi_multi_monitor_adapter_3_port_mst_hub_usb_type_c_to_hdmi_monitor_splitter_usb_3.1_type_c_black,3,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
70,grade_b_apple_iphone_8_64gb_gold_handset_only,5,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
71,grade_b_apple_iphone_8_64gb_gold_handset_only,6,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
72,apple_iphone_8_64gb_space_grey,1,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
73,apple_iphone_8_smartphone_64gb_4.7_zoll_spacegrau,28,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
74,apple_iphone_8_64_gb_silber,2,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
75,apple_iphone_8_64gb_schwarz_smartphone,13,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
76,apple_iphone_8_space_grey_4.7_64gb_4g_unlocked_sim_free,15,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
77,apple_iphone_8_64_gb_space_grey,7,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
78,apple_iphone_8_64gb_gold,9,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
79,apple_iphone_8_64gb_gold,4,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
80,apple_iphone_8_64gb_space_grey,8,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
81,apple_iphone_8_64gb_space_grey,10,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
82,apple_iphone_8_4.7_single_sim_4g_64gb_silver,11,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
83,apple_iphone_8_4.7_single_sim_4g_64gb_grey,14,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
84,apple_iphone_8_64_gb_spaceship_grey,16,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
85,apple_iphone_8_4.7_inch_multi_touch_retina_hd_display_64gb_wlan_wwa,18,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
86,iphone_8_64gb_space_grey,20,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
87,apple_iphone_8,21,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
88,sim_free_iphone_8_64gb_mobile_phone_space_grey,22,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
89,apple_mq6g2b/a_4.7_iphone_8_64gb_space_grey_in_stock_uk_spec_stock,23,4,Apple_iPhone_8_64GB,2612,Mobile_Phones
90,apple_iphone_x_64gb_space_grey,1,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
91,apple_mqac2b/a_iphone_x_64gb_4.8_12mp_sim_free_smartphone_in_space_grey,3,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
92,apple_iphone_x_64_gb_spacegrau,2,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
93,apple_iphone_x_14.7_cm_5.8_64_gb_single_sim_4g_grey,14,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
94,apple_iphone_x_64gb_grau_smartphone,13,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
95,apple_iphone_x_64_gb_silver,16,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
96,apple_iphone_x_space_grey_5.8_64gb_4g_unlocked_sim_free,5,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
97,apple_iphone_x_space_grey_5.8_64gb_4g_unlocked_sim_free,6,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
98,iphone_x_64gb_silver,4,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
99,apple_iphone_x_64_gb_silver,7,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
100,apple_iphone_x_64gb_space_grey,8,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
101,apple_iphone_x_64gb_silver,10,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
102,iphone_x_64gb_space_grey,24,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
103,apple_iphone_x_5.8_single_sim_4g_64gb_silver,11,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
104,apple_iphone_x_silver_5.8_64gb_4g_unlocked_sim_free,15,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
105,apple_iphone_iphone_x_14.7_cm_5.8_64_gb_12_mp_ios_11_silver,18,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
106,apple_iphone_x_64gb_silver_solo_unlocked,17,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
107,sim_free_iphone_x_64gb_mobile_phone_silver,22,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
108,apple_iphone_x_smartphone_4g_lte_advanced_64_gb_gsm_5.8_2436_x_1125_pixels_458_ppi_super_retina_hd_12_mp_7_mp_front_camera_space_grey_mqac2b/a_c2000,26,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
109,apple_iphone_x,21,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
110,apple_mqad2b/a_5.8_iphone_x_64gb_silver_in_stock_uk_spec_stock,23,5,Apple_iPhone_X_64GB,2612,Mobile_Phones
111,grade_a_samsung_galaxy_s8_pink_5.8_64gb_4g_unlocked_sim_free,5,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
112,samsung_galaxy_s8_sm_g950f_64gb_sim_free_smartphone_midnight_black,3,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
113,samsung_galaxy_s8_g950f_64gb_lte_midnight_black,2,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
114,samsung_galaxy_s8_sm_g950f_14.7_cm_5.8_4_gb_64_gb_4g_black_3000_mah,11,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
115,samsung_galaxy_s8_64gb_midnight_black,24,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
116,samsung_galaxy_s8_artic_silver_5.8_64gb_4g_unlocked_sim_free,6,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
117,samsung_galaxy_s8_midnight_black_5.8_64gb_4g_unlocked_sim_free,15,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
118,samsung_galaxy_s8_g9500_4gb_ram_64gb_rom_dual_sim_orchid_gray,29,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
119,samsung_galaxy_s8_64gb_eu_smartphone,30,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
120,samsung_galaxy_s8_single_sim_64gb_android_uk_version_sim_free_smartphone_midnight_black_with_samsung_original_level_box_slim_wireless_portable_bluetooth_speaker,17,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
121,samsung_galaxy_s8_midnight_black,8,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
122,5.8_infinity_display_dual_camera_octa_core_4gb_ram_64gb_3000,4,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
123,samsung_galaxy_s8_64_gb_orchid_grey,7,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
124,samsung_mobile_galaxy_s8_series_mobile_phone_in_black,31,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
125,samsung_galaxy_s8_sm_g950f_14.7_cm_5.8_4_gb_64_gb_single_sim_4g,14,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
126,samsung_sm_g950fzkabtu_galaxy_s8_64gb_in_midnight_black,32,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
127,samsung_64gb_black_galaxy_s8_sm_g950fzkabtu,33,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
128,sim_free_galaxy_s8_64gb_by_samsung_black,12,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
129,samsung_galaxy_s8_sm_g950f_14.7_cm_5.8_64_gb_12_mp_android_7,18,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
130,samsung_galaxy_s8,21,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
131,sim_free_samsung_galaxy_s8_64gb_mobile_phone_black,22,6,Samsung_Galaxy_S8_64GB,2612,Mobile_Phones
132,apple_mqaf2b/a_iphone_x_256gb_4.8_12mp_sim_free_smartphone_in_space_grey,3,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
133,apple_iphone_x_256_gb_spacegrau,2,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
134,apple_iphone_x_256gb_silver,1,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
135,apple_iphone_x_256_gb_spaceship_grey,16,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
136,iphone_x_256gb_space_grey,4,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
137,apple_iphone_x_silver_5.8_256gb_4g_unlocked_sim_free,5,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
138,apple_iphone_x_silver_5.8_256gb_4g_unlocked_sim_free,6,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
139,apple_iphone_x_256_gb_silver,7,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
140,apple_iphone_x_256gb_silver_solo_unlocked,17,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
141,apple_iphone_x_silver_5.8_256gb_4g_unlocked_sim_free,15,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
142,apple_iphone_x_256gb_silver,8,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
143,apple_iphone_x_256gb_silver,10,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
144,apple_iphone_x_256gb_grau_smartphone,13,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
145,apple_iphone_x_5.8_single_sim_4g_256gb_silver,11,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
146,sim_free_iphone_x_256gb_by_apple_space_grey,12,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
147,iphone_x_256gb_space_grey,24,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
148,apple_iphone_x_5.8_single_sim_4g_256gb_silver,14,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
149,apple_iphone_iphone_x_14.7_cm_5.8_256_gb_12_mp_ios_11_silver,18,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
150,sim_free_iphone_x_256gb_mobile_phone_space_grey,22,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
151,apple_iphone_x_256gb_space_grey_mqaf2b/a_ad01,26,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
152,apple_mqag2b/a_5.8_iphone_x_256gb_silver_in_stock_uk_spec_stock,23,7,Apple_iPhone_X_256GB,2612,Mobile_Phones
153,apple_iphone_7_4.7_inch_multi_touch_128gb_wlan_wwan_bluetooth_camera_fingerprint_sensor_ios10_rose_gold,3,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
154,apple_iphone_7_128gb_black,1,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
155,apple_iphone_7_rose_gold_4.7_128gb_4g_unlocked_sim_free,5,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
156,apple_iphone_7_128gb_gold_smartphone,13,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
157,apple_iphone_7_128gb_rose_gold,4,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
158,apple_iphone_7_rose_gold_4.7_128gb_4g_unlocked_sim_free,6,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
159,apple_iphone_7_128gb_silver,9,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
160,apple_iphone_7_128gb_black_unlocked,8,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
161,apple_iphone_7_128gb_black_unlocked,10,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
162,apple_iphone_7_128gb_silver,15,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
163,apple_iphone_7_4.7_single_sim_4g_2gb_128gb_1960mah_gold,11,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
164,iphone_7_128gb_black,24,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
165,apple_iphone_7_4.7_single_sim_4g_2gb_128gb_1960mah_pink_gold,14,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
166,apple_iphone_7_128_gb_diamant_schwarz,2,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
167,apple_iphone_7_128gb_italia_nero_opaco,17,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
168,apple_sim_free_iphone_7_water_dust_resistant_128gb_silver,19,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
169,11.938_cm_4.7_1334_x_750_retina_hd_a10_m10_128gb_touch_id,18,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
170,iphone_7_128gb_silver,20,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
171,sim_free_iphone_7_128gb_mobile_phone_jet_black,22,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
172,iphone_7_128gb_silver_mn932b/a_wc01,26,8,Apple_iPhone_7_128GB,2612,Mobile_Phones
173,apple_iphone_8_plus_256gb_gold,1,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
174,apple_iphone_8_plus_256_gb_silber,2,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
175,apple_iphone_8_plus_256gb_space_grey,4,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
176,apple_iphone_8_plus_gold_5.5_256gb_4g_unlocked_sim_free,5,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
177,apple_iphone_8_plus_gold_5.5_256gb_4g_unlocked_sim_free,6,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
178,apple_iphone_8_plus_256_gb_space_grey,7,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
179,apple_iphone_8_plus_256gb_space_grey,9,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
180,apple_iphone_8_plus_256gb_silver,8,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
181,apple_iphone_8_plus_256gb_gold,10,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
182,apple_iphone_8_plus_5.5_single_sim_4g_256gb_grey,11,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
183,apple_telekom_iphone_8_plus_256gb_spacegrau_unlocked,3,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
184,apple_iphone_8_plus_5.5_single_sim_4g_256gb_grey,14,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
185,apple_iphone_8_plus_256gb_schwarz_smartphone,13,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
186,apple_iphone_iphone_8_plus_14_cm_5.5_256_gb_12_mp_ios_11_sil,18,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
187,iphone_8_plus_256gb_gold,20,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
188,sim_free_iphone_8_plus_256gb_mobile_phone_space_grey,22,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
189,iphone_8_plus_256gb_silver_mq8q2b/a_wc01,26,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
190,apple_mq8q2b/a_5.5_iphone_8_plus_256gb_silver_in_stock_uk_spec_stock,23,9,Apple_iPhone_8_Plus_256GB,2612,Mobile_Phones
191,apple_iphone_8_256gb_gold,1,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
192,apple_iphone_8_4.7_inch_256gb_12mp_mobile_phone_silver,3,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
193,apple_iphone_8_256gb_gold_smartphone,13,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
194,apple_iphone_8_256_gb_blush_gold,2,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
195,apple_iphone_8_256gb_silver,4,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
196,apple_iphone_8_smartphone_256gb_4.7_zoll_spacegrau,28,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
197,apple_iphone_8_gold_4.7_256gb_4g_unlocked_sim_free,5,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
198,apple_iphone_8_gold_4.7_256gb_4g_unlocked_sim_free,6,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
199,iphone_8_256gb_gold,24,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
200,apple_iphone_8_256_gb_gold,7,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
201,apple_iphone_8_256gb_space_grey,9,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
202,apple_iphone_8_256_gb_gold,8,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
203,apple_iphone_8_256gb_space_grey,10,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
204,apple_iphone_8_4.7_single_sim_4g_256gb_silver,11,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
205,apple_iphone_8_4.7_single_sim_4g_256gb_gold,14,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
206,apple_iphone_8_11.9_cm_4.7_256_gb_12_mp_ios_11_grey,18,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
207,iphone_8_256gb_silver,20,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
208,sim_free_iphone_8_256gb_mobile_phone_space_grey,22,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
209,iphone_8_256gb_gold_mq7e2b/a_wc01,26,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
210,apple_mq7e2b/a_4.7_iphone_8_256gb_gold_in_stock_uk_spec_stock,23,10,Apple_iPhone_8_256GB,2612,Mobile_Phones
211,samsung_galaxy_s7_sm_g930f_32gb_unlocked_smartphone_black,3,11,Samsung_Galaxy_S7_32GB,2612,Mobile_Phones
212,samsung_galaxy_s7_sm_g930f_32gb_white_pearl,2,11,Samsung_Galaxy_S7_32GB,2612,Mobile_Phones
213,exdisplay_samsung_s7_flat_black,4,11,Samsung_Galaxy_S7_32GB,2612,Mobile_Phones
214,samsung_galaxy_s7_32gb_gold_platinum,24,11,Samsung_Galaxy_S7_32GB,2612,Mobile_Phones
215,samsung_galaxy_s7_flat_black_onyx_5.1_32gb_4g_unlocked_sim_free,5,11,Samsung_Galaxy_S7_32GB,2612,Mobile_Phones
216,samsung_galaxy_s7_flat_black_onyx_5.1_32gb_4g_unlocked_sim_free,6,11,Samsung_Galaxy_S7_32GB,2612,Mobile_Phones
217,samsung_galaxy_s7_flat_black_onyx_5.1_32gb_4g_unlocked_sim_free,15,11,Samsung_Galaxy_S7_32GB,2612,Mobile_Phones
218,samsung_galaxy_s7_sm_g930f_32gb_4g_white_smartphones_single_sim_android_nanosim_gsm_hspa_lte,17,11,Samsung_Galaxy_S7_32GB,2612,Mobile_Phones
219,samsung_galaxy_s7_sm_g930f_5.1_single_sim_4g_4gb_32gb_3000mah_black,11,11,Samsung_Galaxy_S7_32GB,2612,Mobile_Phones
220,samsung_galaxy_s7_sm_g930f_5.1_single_sim_4g_4gb_32gb_3000mah_black,14,11,Samsung_Galaxy_S7_32GB,2612,Mobile_Phones
221,samsung_sm_g930fzwabtu_galaxy_s7_32gb_smartphone_in_white,32,11,Samsung_Galaxy_S7_32GB,2612,Mobile_Phones
