Student_ID,Student_Country,Question_ID,Type_of_Answer,Question_Level,Topic,Subtopic,Keywords
661,Portugal,81,1,Basic,Statistics,Statistics,Mean_Median_Mode
667,Portugal,81,1,Basic,Statistics,Statistics,Mean_Median_Mode
638,Italy,81,1,Basic,Statistics,Statistics,Mean_Median_Mode
1026,Lithuania,82,0,Basic,Differentiation,Derivatives,Logarithmic_rule_Power_rule_Exponential_rule_Trigonometric_rules_Product_rule
175,Italy,82,0,Basic,Differentiation,Derivatives,Logarithmic_rule_Power_rule_Exponential_rule_Trigonometric_rules_Product_rule
626,Italy,82,0,Basic,Differentiation,Derivatives,Logarithmic_rule_Power_rule_Exponential_rule_Trigonometric_rules_Product_rule
349,Portugal,82,0,Basic,Differentiation,Derivatives,Logarithmic_rule_Power_rule_Exponential_rule_Trigonometric_rules_Product_rule
174,Portugal,82,0,Basic,Differentiation,Derivatives,Logarithmic_rule_Power_rule_Exponential_rule_Trigonometric_rules_Product_rule
1564,Portugal,82,0,Basic,Differentiation,Derivatives,Logarithmic_rule_Power_rule_Exponential_rule_Trigonometric_rules_Product_rule
407,Portugal,82,0,Basic,Differentiation,Derivatives,Logarithmic_rule_Power_rule_Exponential_rule_Trigonometric_rules_Product_rule
411,Portugal,82,0,Basic,Differentiation,Derivatives,Logarithmic_rule_Power_rule_Exponential_rule_Trigonometric_rules_Product_rule
155,Spain,82,0,Basic,Differentiation,Derivatives,Logarithmic_rule_Power_rule_Exponential_rule_Trigonometric_rules_Product_rule
240,Lithuania,83,1,Basic,Real_Functions_of_a_single_variable,Domain__Image_and_Graphics,Domain_Image_of_a_function
626,Italy,83,1,Basic,Real_Functions_of_a_single_variable,Domain__Image_and_Graphics,Domain_Image_of_a_function
750,Portugal,83,0,Basic,Real_Functions_of_a_single_variable,Domain__Image_and_Graphics,Domain_Image_of_a_function
1509,Portugal,83,1,Basic,Real_Functions_of_a_single_variable,Domain__Image_and_Graphics,Domain_Image_of_a_function
1557,Portugal,83,1,Basic,Real_Functions_of_a_single_variable,Domain__Image_and_Graphics,Domain_Image_of_a_function
1557,Portugal,83,0,Basic,Real_Functions_of_a_single_variable,Domain__Image_and_Graphics,Domain_Image_of_a_function
181,Italy,83,0,Basic,Real_Functions_of_a_single_variable,Domain__Image_and_Graphics,Domain_Image_of_a_function
181,Italy,83,0,Basic,Real_Functions_of_a_single_variable,Domain__Image_and_Graphics,Domain_Image_of_a_function
351,Portugal,84,1,Basic,Real_Functions_of_a_single_variable,Domain__Image_and_Graphics,Indeterminate_forms_Limits
1564,Portugal,84,1,Basic,Real_Functions_of_a_single_variable,Limits_and_Continuity,Indeterminate_forms_Limits
181,Italy,84,0,Basic,Real_Functions_of_a_single_variable,Domain__Image_and_Graphics,Indeterminate_forms_Limits
1565,Portugal,85,0,Basic,Real_Functions_of_a_single_variable,Limits_and_Continuity,Indeterminate_forms_Limits
1481,Portugal,85,0,Basic,Real_Functions_of_a_single_variable,Limits_and_Continuity,Indeterminate_forms_Limits
1557,Portugal,86,1,Advanced,Real_Functions_of_a_single_variable,Domain__Image_and_Graphics,Indeterminate_forms_Limits
552,Portugal,87,0,Advanced,Real_Functions_of_a_single_variable,Limits_and_Continuity,Indeterminate_forms_Limits
1557,Portugal,87,1,Advanced,Real_Functions_of_a_single_variable,Limits_and_Continuity,Indeterminate_forms_Limits
1557,Portugal,87,0,Advanced,Real_Functions_of_a_single_variable,Limits_and_Continuity,Indeterminate_forms_Limits
1557,Portugal,87,0,Advanced,Real_Functions_of_a_single_variable,Limits_and_Continuity,Indeterminate_forms_Limits
854,Italy,88,1,Basic,Linear_Algebra,Linear_Systems,Inconsistent_system_Square_linear_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
854,Italy,88,1,Basic,Linear_Algebra,Linear_Systems,Inconsistent_system_Square_linear_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
26,Portugal,88,1,Basic,Linear_Algebra,Linear_Systems,Inconsistent_system_Square_linear_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
511,Portugal,88,1,Basic,Linear_Algebra,Linear_Systems,Inconsistent_system_Square_linear_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
973,Portugal,88,1,Basic,Linear_Algebra,Linear_Systems,Inconsistent_system_Square_linear_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
411,Portugal,88,0,Basic,Linear_Algebra,Linear_Systems,Inconsistent_system_Square_linear_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
852,Italy,88,0,Basic,Linear_Algebra,Linear_Systems,Inconsistent_system_Square_linear_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
852,Italy,88,1,Basic,Linear_Algebra,Linear_Systems,Inconsistent_system_Square_linear_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
852,Italy,88,0,Basic,Linear_Algebra,Linear_Systems,Inconsistent_system_Square_linear_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
988,Portugal,89,0,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
988,Portugal,89,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
854,Italy,89,0,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
860,Italy,89,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
510,Portugal,89,0,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
979,Portugal,89,0,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
509,Portugal,89,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
511,Portugal,89,0,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
406,Portugal,89,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
406,Portugal,89,0,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
411,Portugal,89,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
852,Italy,89,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
852,Italy,89,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
600,Italy,89,0,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
853,Italy,89,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
853,Italy,89,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
1248,Italy,90,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
855,Italy,90,0,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
855,Italy,90,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
510,Portugal,90,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
509,Portugal,90,0,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
525,Portugal,90,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
986,Portugal,90,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
406,Portugal,90,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
414,Portugal,90,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
852,Italy,90,0,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
28,Portugal,90,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
853,Italy,90,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
853,Italy,90,1,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
72,Portugal,90,0,Basic,Linear_Algebra,Linear_Systems,Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system_Consistent_system
988,Portugal,91,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
988,Portugal,91,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
1248,Italy,91,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
855,Italy,91,0,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
855,Italy,91,0,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
511,Portugal,91,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
511,Portugal,91,0,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
406,Portugal,91,0,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
414,Portugal,91,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
414,Portugal,91,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
852,Italy,91,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
852,Italy,91,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
598,Italy,91,0,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
854,Italy,92,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
510,Portugal,92,0,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
524,Portugal,92,0,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
26,Portugal,92,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
511,Portugal,92,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
509,Portugal,92,0,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
406,Portugal,92,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
414,Portugal,92,0,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
411,Portugal,92,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
853,Italy,92,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
625,Russian_Federation,92,1,Basic,Linear_Algebra,Linear_Systems,Consistent_system_Square_linear_system_Inconsistent_system_Solution_of_linear_system_Undetermined_solution_of_linear_system
239,Lithuania,93,0,Basic,Differentiation,Derivatives,Product_rule_Logarithmic_rule_Trigonometric_rules
1049,Lithuania,93,0,Basic,Differentiation,Derivatives,Product_rule_Logarithmic_rule_Trigonometric_rules
483,Portugal,93,1,Basic,Differentiation,Derivatives,Product_rule_Logarithmic_rule_Trigonometric_rules
352,Portugal,93,0,Basic,Differentiation,Derivatives,Product_rule_Logarithmic_rule_Trigonometric_rules
64,Portugal,93,1,Basic,Differentiation,Derivatives,Product_rule_Logarithmic_rule_Trigonometric_rules
176,Italy,93,1,Basic,Differentiation,Derivatives,Product_rule_Logarithmic_rule_Trigonometric_rules
165,Portugal,94,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
626,Italy,94,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
349,Portugal,94,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
349,Portugal,94,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
918,Portugal,94,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
64,Portugal,94,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
411,Portugal,94,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
178,Italy,94,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
634,Italy,94,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
239,Lithuania,95,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule_Exponential_rule
175,Italy,95,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule_Exponential_rule
985,Romania,95,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule_Exponential_rule
349,Portugal,95,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule_Exponential_rule
918,Portugal,95,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule_Exponential_rule
155,Spain,96,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
1049,Lithuania,97,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
175,Italy,97,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
71,Portugal,97,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
1564,Portugal,97,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
407,Portugal,97,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
37,Portugal,97,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
177,Italy,97,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
176,Italy,97,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
344,Portugal,98,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
165,Portugal,98,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
175,Italy,98,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
483,Portugal,98,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
174,Portugal,98,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
177,Italy,98,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
176,Italy,98,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Logarithmic_rule_Power_rule
351,Portugal,100,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Power_rule
1049,Lithuania,100,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Power_rule
344,Portugal,100,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Power_rule
985,Romania,100,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Power_rule
483,Portugal,100,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Power_rule
352,Portugal,100,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Power_rule
71,Portugal,100,1,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Power_rule
407,Portugal,100,0,Basic,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Sum_rule_Power_rule
351,Portugal,101,0,Advanced,Differentiation,Derivatives,Trigonometric_rules_Product_rule_Logarithmic_rule_Exponential_rule
41,Portugal,102,0,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
351,Portugal,102,1,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
351,Portugal,102,0,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
351,Portugal,102,1,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
203,Lithuania,102,0,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
344,Portugal,102,0,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
510,Portugal,102,1,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
510,Portugal,102,0,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
510,Portugal,102,0,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
524,Portugal,102,1,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
197,Portugal,102,0,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
1274,Portugal,102,0,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
525,Portugal,102,1,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
525,Portugal,102,0,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
525,Portugal,102,0,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
1379,Portugal,102,1,Basic,Fundamental_Mathematics,Algebraic_expressions__Equations__and_Inequalities,Simplify_expressions
